,answer
1067,"오아시스의 공모 흥행에 대한 기대는 상당히 높습니다. 오아시스는 523만6000주를 공모하고, 공모가가 밴드 상단으로 결정될 경우 예상 시가총액은 1조2535억원에 달할 것으로 예상되고 있습니다. 또한, 오아시스의 공모 흥행에 성공할 경우 케이뱅크와 컬리 등 다른 기업들도 IPO에 속도를 낼 것으로 예상되어, IPO 시장의 활성화를 기대하고 있습니다. 그러나 오아시스의 고평가 논란과 상장 이후 주가 흐름의 부진 등으로 인해 공모 시장에는 여전히 우려가 제기되고 있으며, 공모주에 대한 관심 증가로 인해 오버 밸류된 일부 공모주가 등장하고 있어 시장이 얼어붙을 수도 있습니다. 따라서 오아시스의 공모 흥행에 대한 관심은 높지만, 주의가 필요할 것으로 보입니다."
1068,코스닥공모주청약이노진주관사 IBK 보통주의 추가상장은 윙스풋데브시스터즈주식매수선택권 행사에 의해 이루어졌습니다.
1069,기사에서는 오아시스의 몸값이 부담스럽다는 지적이 나왔습니다. 기관 투자자들이 오아시스에 투자하게 되면 공모주 시장의 자금 경색이 겹칠 수 있어 공격적인 투자에 나서기 어렵다는 전망이 제시되었습니다.
1070,오브젠은 기관 투자자 대상 수요예측에서 98.5대 1로 참패했습니다.
1071,"제이오는 2차전지용 탄소나노튜브 제조업체로서, 공모주를 통해 코스닥 상장에 재도전하고 있습니다. 이전에는 작년 11월에 상장을 잠정 중단한 적이 있었지만, 이번에는 공모가를 대폭 할인하고 공모 주식 수도 줄여서 재도전하고 있습니다. 이를 통해 제이오는 코스닥 상장을 위한 조건을 개선하고, 투자자들의 관심을 끌기 위한 노력을 하고 있습니다."
1072,코스닥 상장 한 기업 4곳의 상장 첫날 시초가 대비 평균 수익률은 38.75%입니다.
1073,지난해 코스닥 시장에 상장한 국내 기업은 총 72곳입니다.
1074,"오아시스 기업공개(IPO) 일정을 앞두고 공모주 시장에 순풍이 불고 있는 곳은 한국입니다. 한국의 공모주 시장은 최근 몇 달간 활발한 IPO 활동을 보여주고 있으며, 투자자들의 관심과 수요가 높아지고 있습니다. 이에 따라 오아시스의 IPO도 큰 관심을 받고 있으며, 투자자들은 투자금 회수에 대한 기대를 높이고 있습니다."
1075,제이오의 희망 공모가는 3만500원에서 3만9천500원입니다.
1076,스튜디오미르는 코스닥 시장에 상장하였습니다.
1077,올해 상장한 기업 4곳 중 2곳이 따상에 성공했습니다. 미래반도체와 오브젠이 모두 따상에 성공한 것으로 알려져 있습니다.
1078,"제이오가 재도전한 것은 상장을 위한 공모주식의 수요예측입니다. 이전에는 수요예측이 부진하여 상장을 철회했지만, 이번에는 수요예측에 성공하여 공모가를 확정했습니다."
1079,오아시스는 2022년 기준으로 공모를 진행하였습니다.
1080,오아시스는 몇 조 단위 공모주 중 유일하게 조 단위 대어로 꼽힙니다.
1081,코퍼스코리아(322780)는 주식매수선택권 행사를 한 것으로 보입니다.
1082,한주라이트메탈의 공모가는 3100원입니다.
1083,티이엠씨가 코스닥시장에 상장하기 위해 공모를 진행하는 7개의 기업 중 공모규모가 가장 큰 기업은 티이엠씨입니다.
1084,케이사인은 샌즈랩의 최대주주로서 53.45%의 지분을 보유하고 있습니다.
1085,샌즈랩은 총 370만주를 공모할 예정입니다.
1086,"샌즈랩은 코스닥 상장을 목표로 하고 있으며, 이를 위해 기관투자자를 대상으로 수요예측을 진행하였습니다. 이를 통해 최종 공모가를 확정하고 상장을 준비하고 있습니다."
1087,꿈비의 공모주 청약은 1월 30일부터 2월 3일까지 진행되었습니다.
1088,꿈비가 코스닥 상장절차에 나선 것은 꿈비 자체의 결정으로 인한 것입니다. 다른 회사의 상장과는 관련이 없습니다.
1089,삼기이브이는 총 355만2037주를 공모주 청약을 진행합니다.
1090,꿈비가 코스닥 상장에 도전하는 기업입니다.
1091,스튜디오미르의 공모주 청약 상장 주관사는 미래에셋증권입니다.
1092,"꿈비가 공모가를 희망가보다 높게 확정한 것은 IPO 시장에서 투자심리가 회복되고 중소형 공모주에 대한 관심이 높아진 결과입니다. 이는 최근 중소형 공모주들이 공모가 기준 시가총액이 적은 상태에서 상한가를 기록하며 성공적인 상장을 이어가고 있기 때문입니다. 또한, 꿈비의 매출 성장세와 유통 가능 물량의 적은 수급 측면도 투자자들에게 긍정적인 평가를 받았을 것입니다."
1093,삼기이브이EV 공모주 청약 마감일은 26일입니다.
1094,꿈비는 다음 달 9일 코스닥에 입성하기 위해 IPO를 진행하고 있습니다.
1095,꿈비가 유아 가구 전문 제조 기업 중 최초로 코스닥 상장에 도전하는 기업입니다.
1096,한주라이트메탈의 경쟁률은 998 대 1입니다.
1097,"유시민은 정치인으로서 출사표를 던지는 것이 아니라, 주방이라는 비유적인 표현을 사용하여 현재의 정치 상황을 비판하고자 한 것입니다. ""주방""은 일반적으로 사회적인 결정과정이 이루어지는 곳이 아니라, 비공개적이고 불투명한 곳으로 여겨지는데, 이를 통해 유시민은 현재의 정치 상황이 투명하고 공정한 곳이 아니라고 비판하고자 한 것입니다."
1098,"유투원투투는 코스닥 상장을 위해 출격한 회사가 아닙니다. 이번에 코스닥 상장을 위해 출격한 회사는 티이엠씨, 한주라이트메탈, 케이뱅크, 골프존215000, 카운티, 미래반도체, 삼기이브이스튜디오, 미르꿈비 등입니다."
1099,지난해 초 IPO 시장을 흔들었던 LG에너지솔루션(373220)과 같은 초대어급 기업이 없는 것을 의미합니다.
1100,스튜디오미르가 희망범위 상단에서 공모가를 확정했습니다.
1101,삼기EV는 기관 수요예측을 통해 공모가를 1만 1000원으로 결정했습니다. 이는 삼기EV가 처음에 밝힌 희망 공모가인 1만 3800원에서 20% 이상 낮은 수준입니다.
1102,삼기이브이EV가 공모주 청약에 나선 곳은 금융투자업계입니다.
1103,"스튜디오미르는 2627일 일반청약을 실시하며, 스튜디오미르가 공모주 청약을 진행한 날짜는 2627일입니다."
1104,컬리컬리전문가들은 유동성 제한으로 인해 시가총액 조단위 대어의 상장이 제한적일 것으로 내다봤습니다.
1105,스튜디오미르가 기관투자자 대상 수요예측에서 공모가를 희망밴드 최상단으로 결정한 것은 스튜디오미르 자체의 결정입니다.
1106,"2월 출격을 앞둔 대어 오아시스에는 시장의 많은 관심이 집중되고 있습니다. 오아시스는 올해 첫 조 단위 공모주로, 희망공모가와 예상 시가총액이 높은 편에 속하며, 새벽 배송업계에서 흑자를 보고 있는 기업입니다. 또한 경쟁자로 여겨졌던 컬리가 IPO 대열에서 중도하차한 점도 긍정적으로 평가되고 있습니다. 따라서 오아시스의 흥행 여부는 올해 IPO 시장의 방향을 예측할 수 있는 중요한 가늠자로 여겨지고 있습니다."
1107,삼기이브이와 스튜디오미르는 코스닥 상장에 도전장을 냈습니다.
1108,스튜디오미르의 코스닥시장 상장 예정일 기준 시가총액은 788억1004억 원입니다.
1109,"죄송하지만, 제가 실시간으로 주식 정보를 제공할 수 없습니다. 재무분석차트 영역 상세보기는 해당 기업의 공식 홈페이지나 금융 정보 제공 사이트에서 확인하실 수 있습니다."
1110,한주라이트메탈의 공모가는 3100원입니다.
1111,오브젠은 3년간 보호예수로 묶여있었습니다.
1112,"기업공개(IPO) 시장에서 중소형주의 존재감이 부각될 것으로 예상되는 기업은 다음과 같습니다:

1. 티이엠씨(TMC): 티이엠씨는 예상 시총이 최대 4200억원으로 규모가 큰 편에 속하며, 기술 경쟁력과 탄탄한 실적을 바탕으로 흥행에 성공할 것으로 전망됩니다.

2. 한주라이트메탈: 한주라이트메탈은 주당 희망 공모가가 2700~3100원으로 예상되며, 공모금액은 176억~202억원입니다. 올해 3분기까지 매출은 1751억원, 영업이익은 78억원을 기록하였습니다.

3. 오브젠: 오브젠은 주당 희망 공모가가 3만2000~3만8000원으로 예상되며, 공모금액은 704억~836억원입니다. 3분기까지 별도 기준 매출은 2340억원, 영업이익은 431억원을 기록하였습니다.

이 외에도 중소형주 중에서도 기술 경쟁력과 실적이 우수한 기업들이 IPO를 추진할 것으로 예상됩니다."
1113,미래반도체 오브젠의 일반투자자 대상 공모청약을 대표주관한 기관은 한국투자증권입니다.
1114,"티이엠씨, 한주라이트메탈, 미래반도체, 샌즈랩, 오브젠, 스튜디오미르"
1115,"기관투자자 대상 수요예측에 나서는 기업으로는 한주라이트메탈, 오브젠, 티이엠씨 등이 있습니다. 이들 기업은 증시 침체 속에서 수급 부담이 적은 종목으로 평가받고 있으며, 중소형주 선호현상이 지속될 것으로 전망되고 있습니다."
1116,컬리가 상장 철회를 선언한 시기는 이달 초입니다.
1117,"티이엠씨는 2015년에 설립된 회사로, 반도체와 디스플레이 공정에 사용되는 특수가스를 제조하는 소재 기업입니다."
1118,한주라이트메탈과 티이엠씨는 국내 증시에서 공모주 청약을 진행합니다.
1119,티이엠씨와 한주라이트메탈은 공모가를 확정하고 오는 10일에 일반청약을 진행할 예정입니다.
1120,"한주라이트메탈은 공모 예정 주식이 650만 주로 신주 모집이고, 티이엠씨TEMC는 공모 예정 주식이 220만 주로 100 신주 모집입니다."
1121,유진에버베스트PEF가 취득한 한주라이트메탈의 주당 평가가액은 1683원입니다.
1122,한주라이트메탈은 IPO를 진행 중인 회사입니다.
1123,"한주라이트메탈은 기관 수요예측이 흥행하여 희망가 상단에 공모가를 확정했지만, 티이엠씨는 투자자들의 외면을 받아 공모가가 희망금액의 하단을 밑돌았습니다."
1124,2023년 기업공개(IPO) 시장이 4일을 기점으로 다시 막을 올린다는 말은 주어진 문맥에서 명확하지 않습니다. 추가 정보를 제공해주시면 더 정확한 답변을 드릴 수 있습니다.
1125,"MDS테크무상공모주청약한주라이트메탈의 이름은 ""라이트메탈""입니다."
1126,비엔지티손오공국내CB는 비엔지티손오공(VENTI SONO GONG)의 국내 CB(Convertible Bond)를 의미합니다. 이는 해당 회사가 발행한 국내에서 유동성을 확보하기 위해 발행한 변환사채를 말합니다.
1127,"바이오노트가 내년에도 기업공개IPO 시장이 부진할 것이라고 전망한 것은 바이오노트 자체의 실적이 좋지 않기 때문입니다. 바이오노트는 공모 시장에서 기대했던 수준의 몸값을 받지 못하고 시장의 냉정한 평가를 받아 시총을 낮추었으며, 기관 수요예측에서 제시한 희망 공모가와 확정된 공모가의 차이도 크게 벌어졌습니다. 이러한 결과로 인해 바이오노트는 내년에도 IPO 시장이 부진할 것이라고 전망하고 있는 것입니다."
1128,"네오위즈의 신작 P의 거짓 흥행에 수상 실적까지 얻은 사람은 저작권을 가진 개발자나 제작진입니다. 이들은 게임의 개발과 운영을 담당하며, 게임의 성공과 수상 실적에 기여한 역할을 합니다."
1129,바이오노트는 동물용 및 인체용 진단 시약을 개발하는 회사입니다. 주로 코로나19 자가진단키트 판매로 매출을 올리고 있습니다. 그러나 코로나19가 엔데믹 국면에 접어들면서 실적이 하락할 우려가 커지면서 IPO 일정을 미루기도 했습니다. 최종 공모가가 확정되면 오는 22일 유가증권시장에 상장할 예정입니다.
